Index,Date,Open,High,Low,Close,Volume
0,2023-01-03,241.43262476039195,244.08452808924716,235.79111079802053,237.9563446044922,25740000
1,2023-01-04,230.7058047013727,231.2918025514642,224.4286441071597,227.54736328125,50623400
2,2023-01-05,225.6602189094587,226.00785295435253,220.2570844099658,220.80335998535156,39585600
3,2023-01-06,221.48868117060076,224.2299706026958,217.86342406560942,223.4055938720703,43613600
4,2023-01-09,224.9153072916648,229.67285314430194,224.87558504674809,225.5807647705078,27369800
5,2023-01-10,226.2164173879344,229.74236132652536,225.78933886245014,227.29904174804688,27033900
6,2023-01-11,229.72250049100683,234.35092249209475,229.5437276571152,234.17214965820312,28669300
7,2023-01-12,233.66559577305844,238.27414906339413,231.9771200058287,236.89356994628906,27269500
8,2023-01-13,235.3938208504726,237.74775420925627,233.32791545643065,237.60870361328125,21333300
9,2023-01-17,236.3572399087691,239.2773174765771,235.4831989618394,238.7211151123047,29831300
10,2023-01-18,239.93284136836266,240.73734941920688,233.9238403397404,234.2118682861328,30028700
11,2023-01-19,232.1956379001244,233.9238511242864,229.11664098653628,230.35816955566406,28623000
12,2023-01-20,233.26832013473367,239.108475366928,232.92068607362572,238.5919952392578,35389800
13,2023-01-23,239.46603904058472,243.50844822416892,238.02585376066736,240.93600463867188,31934000
14,2023-01-24,240.8565473943839,242.29671753329526,238.810510694987,240.399658203125,40234400
15,2023-01-25,232.89089382827808,241.6511267979856,229.33515414245005,238.97935485839844,66526600
16,2023-01-26,241.99874930057464,246.62717157111112,240.3599376063193,246.31927490234375,33454500
17,2023-01-27,247.30257200500154,248.1368755925037,245.15720693252865,246.4781951904297,26498900
18,2023-01-30,242.85291351682199,243.9355379410493,240.55857115894526,241.06512451171875,25867400
19,2023-01-31,241.80010192890217,246.26960479322707,241.30349049953273,246.13055419921875,26541100
20,2023-02-01,246.319270253771,253.45060314218173,243.80641762046724,251.03707885742188,31259900
21,2023-02-02,257.06593604175754,262.8961491112985,255.50656894890705,262.8067626953125,39940400
22,2023-02-03,257.78105867203635,262.4094806412304,255.3575925712437,256.59912109375,29077300
23,2023-02-06,255.69528830803458,256.54944539443574,253.05331193748864,255.02981567382812,22518000
24,2023-02-07,258.76434865798757,266.94849526658015,258.3173862498726,265.7467041015625,50841400
25,2023-02-08,271.34848559902093,274.88435640099067,264.40583750019556,264.9223327636719,54686000
26,2023-02-09,271.9443742480176,272.1231773774949,261.0189241015767,261.8333740234375,42375100
27,2023-02-10,259.75755797641705,262.30020592254067,258.89345898912364,261.3169250488281,25818500
28,2023-02-13,265.8261788658231,272.73900143412436,265.33947905664934,269.4812316894531,44630900
29,2023-02-14,270.82208138385295,273.10648176004,267.4550414535347,270.3254699707031,37047900
30,2023-02-15,267.1690842890624,269.5687505605419,265.03824894923866,268.164794921875,28922400
31,2023-02-16,262.887486548321,265.5958204399719,260.7765850596338,261.0255126953125,29603600
32,2023-02-17,258.27737602248203,258.9743551805301,254.90190264790783,256.95306396484375,30000100
33,2023-02-21,253.38841529656136,254.3940926709817,250.51081242857373,251.586181640625,28397400
34,2023-02-22,253.0001027744181,253.24903042448383,249.26618802343194,250.43116760253906,22491100
35,2023-02-23,254.46378972036956,255.73829802890347,249.4055782237905,253.67718505859375,29219100
36,2023-02-24,248.88781699803096,249.92334929010082,247.03579475810787,248.15098571777344,24990900
37,2023-02-27,251.37709718854634,251.73555360148166,248.32025844582878,249.0869598388672,21190000
38,2023-02-28,248.00163859085316,250.41125634343973,247.66308545062427,248.35012817382812,22491000
39,2023-03-01,249.6843688949643,249.853637863126,244.7356863084976,245.21363830566406,27565300
40,2023-03-02,245.4924449067283,250.32163207164277,244.55647453681243,250.0328826904297,24808200
41,2023-03-03,251.10825261913612,254.52353260237803,250.3116811195837,254.1949462890625,30760100
42,2023-03-06,255.33005812924978,259.0042326204239,254.8819914044734,255.76817321777344,24109800
43,2023-03-07,255.20060131290649,256.5846535603125,252.30309516499045,253.05982971191406,21473200
44,2023-03-08,252.95029330080376,253.44814855979027,249.73415258188513,252.61175537109375,17340200
45,2023-03-09,254.72268845402786,258.44663630805337,250.50087011552003,251.23770141601562,26653400
46,2023-03-10,250.0030063763461,251.70566290625584,246.5379379212048,247.523681640625,28333900
47,2023-03-13,246.3387886429749,256.8037164447645,244.67595381628487,252.83082580566406,33339700
48,2023-03-14,255.64867717379082,259.9501539325741,254.7624954146901,259.6713562011719,33620300
49,2023-03-15,258.86482090220704,265.336939006521,258.098104386995,264.3013916015625,46028000
50,2023-03-16,264.07240877440205,275.3737305493293,262.1506945432969,275.0152893066406,54768800
51,2023-03-17,277.066450371234,282.1146801850099,275.13476931291484,278.2314147949219,69527400
52,2023-03-20,275.791911357041,276.2897666181029,268.6924904724308,271.0622863769531,43466600
53,2023-03-21,273.7009089727119,273.8203893716609,268.3638848551615,272.6056213378906,34558700
54,2023-03-22,272.22726394275713,279.83450728824965,271.01249583107756,271.1220397949219,34873300
55,2023-03-23,276.74779187833235,279.85440392326404,274.019554703148,276.468994140625,36610900
56,2023-03-24,276.0507829675344,279.426256315306,274.0991987991517,279.36651611328125,28172000
57,2023-03-27,279.29681115716807,280.2526847833408,274.3381616455491,275.1944885253906,26840200
58,2023-03-28,274.6070339797959,274.9555387659858,270.88305568509475,274.0494384765625,21878600
59,2023-03-29,277.7633931849017,279.934065173565,277.215764563362,279.3067626953125,25087000
60,2023-03-30,283.010824481681,283.2398184638779,280.27262043129286,282.8315734863281,25053400
61,2023-03-31,282.5129801334906,288.02919499189824,281.7861004545987,287.0633544921875,32766000
62,2023-04-03,285.2909789456807,287.033472427108,282.73202589825746,285.9979553222656,24883300
63,2023-04-04,285.99795439464975,289.2041436055439,284.4446483557495,285.9481506347656,25824300
64,2023-04-05,284.6238634470982,285.9182749922036,281.7064388627147,283.1203308105469,22064800
65,2023-04-06,281.99515661369895,290.8271037119735,280.82022553976213,290.34918212890625,29770300
66,2023-04-10,287.969430653357,288.35777234131854,283.4887333184539,288.148681640625,23103000
67,2023-04-11,284.5243096696477,284.75333405145506,280.43195360698564,281.6168212890625,27276600
68,2023-04-12,283.5684288217448,285.77890755782676,280.7505508217198,282.27398681640625,27403400
69,2023-04-13,282.37354981627135,288.6564809244236,281.9553684038999,288.59674072265625,24222700
70,2023-04-14,285.7689246516406,287.24258718835,282.4731251989615,284.9126281738281,20987900
71,2023-04-17,288.6863455003493,290.34919544884804,284.9325277566623,287.5611877441406,23836200
72,2023-04-18,290.31934266847196,290.5085301106259,285.77890483012914,287.133056640625,20161800
73,2023-04-19,284.7632377971413,287.8101095136038,283.31947579590184,287.21270751953125,17150300
74,2023-04-20,284.0264244897097,287.79020902208185,283.8571403319722,284.8827209472656,23244400
75,2023-04-21,283.78748828902576,285.0420629841165,281.84584046121296,284.5342712402344,21676400
76,2023-04-24,280.8800055412563,283.72775371950104,277.5244656090432,280.5613708496094,26611000
77,2023-04-25,278.31110047502324,280.3921321392375,274.1888436951837,274.2386474609375,45772200
78,2023-04-26,295.4273394235426,298.2850239086974,291.4743672297897,294.10302734375,64599200
79,2023-04-27,294.7004496245593,303.8908688443848,293.9835368205714,303.5224304199219,46462600
80,2023-04-28,302.70598768564764,307.6048667961201,302.0089781145326,305.9420471191406,36446700
81,2023-05-01,305.65328420618175,307.2762973466272,303.84108362073493,304.24932861328125,21294100
82,2023-05-02,306.4398708023574,307.8537626847408,302.60637933006353,304.0999450683594,26404400
83,2023-05-03,305.30477805478426,307.28623241690065,302.7856314626095,303.09429931640625,22360800
84,2023-05-04,304.9263714067471,306.4398708023574,302.09855725530764,304.0999450683594,22519900
85,2023-05-05,304.40865871019247,310.6318502231521,302.96486612451486,309.3175048828125,28181200
86,2023-05-08,308.7997123321143,308.86941936219694,304.7770332722066,307.3260498046875,21318600
87,2023-05-09,306.6788465270002,308.71010453824,304.99609328233043,305.6831359863281,21340800
88,2023-05-10,307.2961929767788,311.6574101597319,306.35028616197326,310.9703674316406,30078000
89,2023-05-11,308.76984871365386,309.78546253900777,304.9463238346647,308.77978515625,31680200
90,2023-05-12,309.2179237796514,309.3175009199185,305.28488502585634,307.64471435546875,19758100
91,2023-05-15,307.7741576406142,308.57071397915166,306.2706248859474,308.1325988769531,16336500
92,2023-05-16,308.50099068993256,312.3643525403203,308.50099068993256,310.4028015136719,26730300
93,2023-05-17,311.6302301486313,313.7656931124367,310.08348657812473,313.33660888671875,24315000
94,2023-05-18,313.86548539076944,318.36596677473517,313.057199129109,317.8470458984375,27276000
95,2023-05-19,316.0707937634649,318.076556855215,315.7015803581998,317.66741943359375,27529500
96,2023-05-22,317.9268985026154,321.90845906749007,317.3381486525212,320.5014343261719,24115700
97,2023-05-23,319.3538441572908,322.0381632015439,314.5839444883277,314.59393310546875,30797200
98,2023-05-24,314.06506582037065,315.83131529349237,311.9495192652871,313.1869201660156,23384900
99,2023-05-25,322.55705391204,326.2093247764874,319.3239090776214,325.2314147949219,43301700
100,2023-05-26,323.33542091436175,332.6956083404374,323.19573253275746,332.18670654296875,36630600
101,2023-05-30,334.52174957320267,335.03065135619255,329.8216787585838,330.5102233886719,29503100
102,2023-05-31,331.5879515619021,335.23023381001576,326.6384090438557,327.6961975097656,45950600
103,2023-06-01,325.241375391409,332.8253243793421,324.0339403780473,331.8773193359375,26773900
104,2023-06-02,333.5438114918064,336.78694503660336,331.84739099482573,334.6913757324219,25864000
105,2023-06-05,334.51177506755585,337.8447149268673,333.9529606272583,335.2302551269531,21307100
106,2023-06-06,334.6215139547864,334.66143797115524,331.46821708298506,332.9750061035156,20396200
107,2023-06-07,330.9492937735992,333.78328985272435,321.81863170876164,322.69677734375,40717100
108,2023-06-08,323.2555964697175,325.94990421152613,322.6668466497434,324.57281494140625,23277700
109,2023-06-09,324.30336355812733,329.29279974544266,323.72460235976354,326.0995788574219,22514900
110,2023-06-12,327.88578441434953,331.3983670801349,324.4730270188725,331.1488952636719,24260300
111,2023-06-13,333.76335263219465,336.2680593964995,329.6919860161042,333.583740234375,22951300
112,2023-06-14,333.6336270011477,338.3237093626871,332.10686069249385,336.6272888183594,26003800
113,2023-06-15,336.7670051079677,349.1008770841443,336.48759789193105,347.36456298828125,38899100
114,2023-06-16,350.5777468219982,350.72742381496835,341.2275484062125,341.6067199707031,46533600
115,2023-06-20,338.59313263768996,341.35726945729306,335.15040931912563,337.3357849121094,26375400
116,2023-06-21,335.65931574908313,337.01645818946224,331.3684129299585,332.8552551269531,25117800
117,2023-06-22,333.41409281699464,339.40141649153355,332.6357419574287,338.9922790527344,23556800
118,2023-06-23,333.65355508938256,337.2459551593805,332.7455045211022,334.3121643066406,23084700
119,2023-06-26,333.01493964849345,335.3998743787694,327.7959782838698,327.90576171875,21520600
120,2023-06-27,331.15886268738234,335.4398077044517,328.604273651623,333.8631591796875,24354100
121,2023-06-28,333.9529536205381,337.26594662786533,333.10474336009975,335.14044189453125,20259500
122,2023-06-29,334.0028240491651,335.3998600714379,331.9172434064326,334.34210205078125,16997000
123,2023-06-30,337.0364122220863,342.0059015948727,336.48758642635534,339.8205261230469,26823800
124,2023-07-03,338.473386331844,340.17976504062915,335.8589265508823,337.2759094238281,12508700
125,2023-07-05,334.38204475427784,340.9281828700029,334.0228199512321,337.4355773925781,18172400
126,2023-07-06,336.587366997466,342.265348050752,334.7911820766566,340.5489807128906,28161200
127,2023-07-07,338.60310714607516,341.06788985835874,336.288001429861,336.5075378417969,21185300
128,2023-07-10,333.8930733680739,334.521747195695,326.8978741382788,331.12890625,32791400
129,2023-07-11,330.3605534358315,332.15673832028784,326.3091336016736,331.767578125,26698200
130,2023-07-12,335.88884092916754,340.92815915771524,334.9608131327429,336.4875793457031,29995300
131,2023-07-13,338.8425787135145,343.01373994407413,338.303711093052,341.93603515625,20567200
132,2023-07-14,346.85563076281653,350.6875142057773,343.5825617519686,344.5105895996094,28302200
133,2023-07-17,344.9496601191329,346.2568899911771,341.4770319504485,344.99957275390625,20363900
134,2023-07-18,345.0993256028976,366.00507514670755,341.44708515833304,358.73046875,64872700
135,2023-07-19,360.985725051634,361.69421649653196,351.69539687217883,354.3298034667969,39732900
136,2023-07-20,352.82300276124084,357.21370057646925,344.6403151190998,346.13714599609375,33778400
137,2023-07-21,348.41233964034046,349.55990392804034,339.1120228307721,343.043701171875,69368900
138,2023-07-24,345.1193166591419,346.18706334133833,341.5867872144979,344.380859375,26678100
139,2023-07-25,346.3766152674607,351.14654537204683,344.3409472828141,350.23846435546875,41637700
140,2023-07-26,340.71862557906644,343.94181236443984,332.4062077205621,337.0563659667969,58383700
141,2023-07-27,339.7606600042334,340.6088397996611,328.35478565410773,330.0212707519531,39635300
142,2023-07-28,332.96503871749144,339.29163997371046,332.46609511255525,337.65509033203125,28484900
143,2023-07-31,336.20818387553516,336.9865347082582,332.65567726763555,335.2102966308594,25446000
144,2023-08-01,334.48183028259035,337.82475866589624,332.9949880227767,335.62939453125,18311900
145,2023-08-02,332.9251286769528,332.9251286769528,325.67046886667725,326.8080749511719,27761300
146,2023-08-03,325.3112394017374,329.1830467554568,325.26135722110666,325.9698486328125,18253700
147,2023-08-04,331.1788378660784,334.4319601684991,326.54862623433604,327.0874938964844,23727700
148,2023-08-07,327.67622259778125,330.4104238442575,326.8280123674718,329.41253662109375,17741500
149,2023-08-08,326.269195522624,328.05542216561844,322.3175706752692,325.3611145019531,22327600
150,2023-08-09,325.7802571185631,326.4188891335219,320.37169473466525,321.5492248535156,22373300
151,2023-08-10,325.3311790230579,327.56646709381016,320.5014085545754,322.2477111816406,20113700
152,2023-08-11,319.58337169233727,321.7288231305585,318.5355718366236,320.331787109375,24342600
153,2023-08-14,320.71101247276437,323.3753544976337,319.4037520989895,323.35540771484375,18836100
154,2023-08-15,322.3175681928427,324.40314880324786,320.22199896536506,321.1799621582031,16966300
155,2023-08-16,320.79998779296875,324.4200134277344,319.79998779296875,320.3999938964844,20698900
156,2023-08-17,320.5400085449219,321.8699951171875,316.2099914550781,316.8800048828125,21257200
157,2023-08-18,314.489990234375,318.3800048828125,311.54998779296875,316.4800109863281,24744800
